,Sales_id,Category,Brand,MRP,Selling price,Discount in %
26844,12,Watches,fastrack,2638.2167045910855,2695.0,44.84758845312988
26845,13,Watches,esprit,9990.0,7492.0,25.0
26846,14,Watches,helix,1495.0,897.0,40.0
26847,15,Watches,guess,7495.0,5246.0,30.0
26848,16,Watches,fossil,2638.2167045910855,9495.0,44.84758845312988
26849,17,Watches,just cavalli,24900.0,22410.0,10.0
26850,18,Watches,casio,5295.0,4765.0,10.0
26851,19,Watches,giordano,6750.0,2025.0,70.0
26852,20,Watches,tommy hilfiger,2638.2167045910855,13495.0,44.84758845312988
26853,21,Watches,giordano,10990.0,4396.0,60.0
26855,23,Watches,tommy hilfiger,2638.2167045910855,7750.0,44.84758845312988
26856,24,Watches,giordano,8790.0,2637.0,70.0
26857,25,Watches,giordano,7100.0,4970.0,30.0
26858,0,Watches,titan,2638.2167045910855,9640.0,44.84758845312988
26859,1,Watches,giordano,7790.0,2337.0,70.0
26860,2,Watches,fossil,10995.0,8796.0,20.0
26861,3,Watches,giordano,11590.0,3477.0,70.0
26862,4,Watches,tommy hilfiger,6495.0,4546.0,30.0
26863,5,Watches,titan,4495.0,2697.0,40.0
26864,6,Watches,just cavalli,18500.0,16650.0,10.0
26865,7,Watches,fastrack wearables,7995.0,5995.0,25.0
26866,8,Watches,giordano,11990.0,4796.0,60.0
26867,9,Watches,timex,4995.0,2497.0,50.0
26868,10,Watches,giordano,8450.0,4225.0,50.0
26869,11,Watches,amazfit,2638.2167045910855,13999.0,44.84758845312988
26870,12,Watches,timex,4395.0,3516.0,20.0
26871,13,Watches,coach,22000.0,13200.0,40.0
26872,14,Watches,giordano,11590.0,3477.0,70.0
26873,15,Watches,casio,5995.0,4796.0,20.0
26874,16,Watches,fossil,2638.2167045910855,11995.0,44.84758845312988
26875,17,Watches,armani exchange,2638.2167045910855,13995.0,44.84758845312988
26876,18,Watches,timex,3195.0,2556.0,20.0
26877,19,Watches,giordano,11590.0,3477.0,70.0
26878,20,Watches,giordano,14490.0,5796.0,60.0
